"escola","tipo","uf","medalha_count"
"MARIA ANTONIETTA GARNERO LA FORTEZZA PROFA.","E","SP","1"
"C.E. CAPITAO OSWALDO ORNELLAS","E","RJ","1"
"ANNA PASSAMONTI BALARDIN","E","SP","1"
"COLEGIO INTERNACIONAL EVEREST","P","RJ","1"
"E M E I F PROF FELICIANO RODRIGUES","M","PA","1"
"GIUSEPPE CARNIMEO PROF E.M","M","SP","1"
"EM FRANCISCA ALVES","M","MG","1"
"ESCOLA INTERNACIONAL SOCIESC - FLORIANOPOLIS","P","SC","1"
"INSTITUTO DE ED.EST MARINGA-E F M E NORM","E","PR","1"
"CENTRO EDUC E CULTURAL JOSE MARCOS GUSMAO","M","BA","1"
"EEF FRANCISCA NOGUEIRA DE SOUSA","M","CE","1"
"COC CARDIOFISICO","P","SP","1"
"ESCOLA DE ENSINO FUNDAMENTAL 31 DE MARÇO","M","AL","1"
"EMEIEF PASCOAL MELLER","M","SC","1"
"ANTO LUIZ COELHO, ESC 1 E 2 GR","M","CE","1"
"OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA","P","SP","1"
"EEB RUDOLFO LUZINA","E","SC","1"
"ESCOLA MUNICIPAL ROTARY 3","M","BA","1"
"JOSE BATISTA DA ROCHA, EEIEF","M","CE","1"
"COLEGIO UNIVERSITARIO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO","P","PR","1"
"EMEB MARIA DE LOURDES CARDOSO MALLMANN","M","SC","1"
"EM PATRIMONIO SANTO ANTONIO","M","ES","1"
"E.E.MATILDE VIEIRA","E","SP","1"
"ESCOLA POSITIVO JUNIOR - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","P","PR","1"
"THEREZINHA ARANHA MANTELLI","E","SP","1"
"CASEMIRO KARMAN, E E - E FUND","E","PR","1"
"EEB FELISBERTO DE CARVALHO","E","SC","1"
"COLÉGIO JOÃO XXIII","P","RS","1"
"THEREZINHA SACCOMANO PASSARO PROFA","E","SP","1"
"EB MUN JUVENAL CARVALHO","M","SC","1"
"NENA GIANNASI BUCK PROFA","E","SP","1"
"ESC MODELAR CAMBAUBA","P","RJ","1"
"TANCREDO NEVES, EMEF PRESID.","M","CE","1"
"DANIEL VERANO PROF","E","SP","1"
"ANTONIO OLYMPIO DR","E","SP","1"
"COL PENTAGONO","P","RJ","1"
"OSWALDO SCHIAVON","E","SP","1"
"ESCOLA PROFª Mª BERNADETE MARINS DE BRITO","E","PE","1"
"LEONIDAS PAIVA PROF","E","SP","1"
"COLEGIO GABRIELA MISTRAL EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO","P","PR","1"
"ALIETE FERREIRA GONCALVES PROFA EMEIEF","M","SP","1"
"EMEIEF SERAFINA MILIOLI PESCADOR","M","SC","1"
"JOEL AGUIAR PROF","E","SP","1"
"MEU CAMINHO CENTRO DE EDUCACAO","P","SP","1"
"EEF SAO LOURENCO","E","SC","1"
"EE PROF DAVID PROCOPIO","E","MG","1"
"EEEFM DE MUCURICI","E","ES","1"
"MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II","P","PE","1"
"EB MANCIO COSTA","M","SC","1"
"ESCOLA NUCLEADA MUN SILVA PARANHOS","M","SC","1"
"IRACEMA DE SOUZA FREITAS PROFA EMEF","M","SP","1"
"ABSOLUTO COLEGIO","P","SP","1"
"SAO JUDAS TADEU, COL EST - ENS FUND ENS MÉDIO","E","PR","1"
"CENTRO EDUC MUN FORQUILHINHAS","M","SC","1"
"SEBASTIAO JOSE BEZERRA ESC MUN EIEF","M","CE","1"
"Colégio Átrio Educacional Eireli","P","GO","1"
"IVO LEAO C E E FUND MEDIO","E","PR","1"
"COLÉGIO ESTADUAL LARANJEIRAS DO SUL. ENSINO FUNDAMENTAL E MÉDIO.","E","PR","1"
"EMEB FELIZARDO SOUZA LIMA","M","AL","1"
"MATONENSE DE ENSINO MEDIO COLEGIO","P","SP","1"
"COLEGIO DA POLICIA MILITAR DE GOIAS - HELIO VELOSO","E","GO","1"
"EEB MARECHAL LUZ","E","SC","1"
"ESCOLA MUNICIPAL PADRE IBIAPINA","M","PE","1"
"INSTITUTO XAVIER","P","PI","1"
"EEB MUN MARIA AMALIA CARDOSO","M","SC","1"
"EM CARAVAGIO","M","MT","1"
"VIRGINIA MENDES A.VASCONCELLOS EMEF","M","SP","1"
"ESCOLA SESI ABÍLIO RODRIGUES PATTO","P","MG","1"
"EE ASSIS DAS CHAGAS","E","MG","1"
"E MUN PROF MA DOS REMÉDIOS CANUTO ANDRADE MENDES","M","PI","1"
"EE PROF TIBURCIO","E","MG","1"
"MACKENZIE COLEGIO PRESBITERIANO","P","SP","1"
"CORIOLANO BURGOS DR","E","SP","1"
"EE DR LOURENCO DE ALMEIDA SENNE","E","SP","1"
"MARIA AUGUSTA RUSSO DOS SANTOS EMEF","M","CE","1"
"ESCOLA MUL JOSÉ HIGINO DE SOUSA","M","PE","1"
"EM SANTOS DUMONT","M","MA","1"
"0420009 ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA","M","RJ","1"
"ANTONIETA CHAVES CINTRA GORDINHO EMEF","M","SP","1"
"ESCOLA POLIVALENTE DE ARATU","E","BA","1"
"E M E I F SEBASTIAO MARIALVA DA SILVA","M","PA","1"
"NEREU RAMOS, E E - E FUND","E","PR","1"
"RAFAEL DE MEDINA EMEF","M","SP","1"
"OREDO RODRIGUES DA CRUZ","E","SP","1"
"UE PRES COSTA E SILVA","M","MA","1"
"ESCOLA MUNICIPAL JOSE CARDOSO DE LIMA","M","BA","1"
"GRUPO ESCOLAR ANTONIO MONTAL VERAS","M","PI","1"
"E.M. PROFESSORA SARAH FARIA BRAZ","M","RJ","1"
"ESCOLA ESTADUAL JAMIL SEFFAIR","E","AM","1"
"ESCOLA PADRE JOAO PIAMARTA","C","MA","1"
"EMEIF VALDECY AFONSO MOREIRA","M","ES","1"
"EEF COHAB","M","CE","1"
"CEF 35 DA CEILANDIA","E","DF","1"
"MARIA DA CONCEICAO MOURA BRANCO PROFA","E","SP","1"
"ESC EST DE TEMPO INTEGRAL PE JOAO PIAMARTA","E","AP","1"
"COMPLEXO INTEGRADO DE EDUCAÇÃO DE CAETITÉ","E","BA","1"
"ESC MUL MONSENHOR JOÃO BATISTA DE CARVALHO DALTRO","M","SE","1"
"LUCIANO TORRES DE MELO, ESC. MUNICIPAL","M","CE","1"
"ESC EST SÃO FRANCISCO","E","RR","1"
"CENTRO EDUCACIONAL RAQUIMA MARTINS","M","MA","1"
"ESC EST LOURIMAR SIMOES PAES","E","AP","1"
"FCO. FIGUEIREDO DE P. PESSOA, ESC. MUL","M","CE","1"
"IF CATARINENSE - CAMPUS CONCORDIA","F","SC","1"
"CLEISE MARISA SIQUEIRA PROFA.","E","SP","1"
"LAURO GOMES ETE","E","SP","1"
"EMEF CRUBIXA","M","ES","1"
"INSTITUTO FEDERAL DA BAHIA - CAMPUS EUNAPOLIS","F","BA","1"
"COLEGIO MUNICIPAL CUSTODIO SENTO SE","M","BA","1"
"INSTITUTO FEDERAL DO ESPIRITO SANTO - CAMPUS PIUMA","F","ES","1"
"EMEF MANOEL VIANA DOS SANTOS","M","PB","1"
"ETEC TAKASHI MORITA","E","SP","1"
"ADIRCE CENEDEZE CAVEANHA EMEF","M","SP","1"
"IFPB - CAMPUS CATOLE DO ROCHA","F","PB","1"
"ESC EST DE ENS FUND PROFº LEOPOLDO TIETBOHL","E","RS","1"
"MAIRINQUE ETEC DE","E","SP","1"
"JOSE DE OLIVEIRA ORLANDI","E","SP","1"
"IFES - CAMPUS GUARAPARI","F","ES","1"
"EE CIRO RIBAS","E","MG","1"
"IFES - CAMPUS LINHARES","F","ES","1"
"RDO RODRIGUES DE ARAUJO, ESC DE 1º GR","M","CE","1"
"C.E. PANDIA CALOGERAS","E","RJ","1"
"FELIPE S.BITTENCOURT COL EST DR-ENS FUND E MEDIO","E","PR","1"
"ESC EST ENS MED ONZE DE AGOSTO","E","RS","1"
"EB MUN PAULINA WAGNER","M","SC","1"
"EE DR OSVALDO PREDILIANO SANT'ANA","E","MG","1"
"EM ADELINA MESQUITA JANUZZI","M","MG","1"
"E E E F M AMADEU BURLAMAQUE SIMÕES","E","PA","1"
"RAFAEL DE OLIVEIRA","E","SP","1"
"EE EDSON ALVES PEREIRA","E","MG","1"
"JOAQUIM ANTONIO LADEIRA PROF","E","SP","1"
"ESCOLA MARECHAL FLORIANO PEIXOTO","E","PE","1"
"DOMINGOS MIGNONI","E","SP","1"
"CE ANICETO MARIANO COSTA","E","MA","1"
"EEB PREF AMADIO DALAGO","E","SC","1"
"ALFREDO NUNES DE MELO, EEFM","E","CE","1"
"ESCOLA JOAO CARLOS LOCIO DE ALMEIDA","E","PE","1"
"DORIVAL ALVES","E","SP","1"
"E.M. RODRIGUES ALVES","M","RJ","1"
"EEE PROFISSIONAL DE ITAITINGA","E","CE","1"
"EEB PROFº JOAO BOOS","E","SC","1"
"EE ISRAEL PINHEIRO","E","MG","1"
"EMEIEF PE LUDOVICO COCCOLO","M","SC","1"
"EEEFM PROF APARICIO ALVARENGA","E","ES","1"
"ANNA DE OLIVEIRA FERRAZ PROFA ETE","E","SP","1"
"EE JARDIM DOS IPÊS","E","SP","1"
"ESCOLA CORONEL CHICO ROMAO","E","PE","1"
"UI DIDACIO SANTOS","E","MA","1"
"EEEFM FRANCISCA A CUNHA","E","PB","1"
"IFCE - CAMPUS TAUÁ","F","CE","1"
"ESCOLA MUNICIPAL DR PEDROSA","M","MG","1"
"EE MADRE MARIA BLANDINA","E","MG","1"
"ANGELO MARTINO PROF","E","SP","1"
"EEEFM ARISTEU AGUIAR","E","ES","1"
"INSTITUTO MUNICIPAL JOÃO CÂNDIDO FILHO","M","RN","1"
"COLEGIO ESTADUAL LUIS EDUARDO MAGALHÃES","E","BA","1"
"LUIZ AUGUSTO DA SILVA PROF. EMEF","M","SP","1"
"COLEGIO ESTADUAL DE CONDEUBA","E","BA","1"
"ESCOLA MUNICIPAL JOÃO SALTO","M","SP","1"
"EE PROF ANTONIO FERNANDES PINTO","E","MG","1"
"FIDELIS PADRE","E","SP","1"
"EE CEL DOMINGOS DINIZ COUTO","E","MG","1"
"EMEF ESPACO DO SABER","M","RS","1"
"FLAVIO RODRIGUES - EEM DE CROATA","E","CE","1"
"ESC MUN ENS FUN CINQUENTENARIO","M","RS","1"
"EE MAURILIO ALBANESE NOVAES","E","MG","1"
"SYLVIO DE GIULLI","E","SP","1"
"ITB PROF ANTONIO ARANTES FILHO","M","SP","1"
"ESC EST DE ENS FUND IRMA BRANCA","E","RS","1"
"EE JOAO DOS SANTOS","E","MG","1"
"EE PROFA MARIA ANTONIETA","E","MG","1"
"EE ALBANO DE OLIVEIRA","E","MG","1"
"SOPHIA ATHAYDE PEDRASSOLI PROFA EMEB","M","SP","1"
"C.E. AYDANO DE ALMEIDA","E","RJ","1"
"ESC MUL DESEMBARGADOR ARIMATEIA TITO","M","PI","1"
"INSTITUTO FEDERAL DE SAO PAULO CAMPUS - HORTOLANDI","F","SP","1"
"EBM JUSCELINO KUBITSCHECK DE OLIVEIRA","M","SC","1"
"EE SANTOS DUMONT","E","MG","1"
"JUSCELINO K DE OLIVEIRA, ESC EST.ENS FUN","E","PR","1"
"ESCOLA ESTADUAL JOÃO DAVID DE SOUZA","E","PE","1"
"ESCOLA ESTADUAL PROF TEREZA SIQUEIRA TUPINAMBA","E","AM","1"
"COLEGIO ESTADUAL EDGAR SILVA","E","BA","1"
"ESC MUN ENS FUN WALDEMAR CARLOS JAEGER","M","RS","1"
"FRANCISCO SCHMIDT CEL","E","SP","1"
"EMEIEF JORGE AMADO POLO I","M","BA","1"
"PAULO LUIZ DECOURT PROF","E","SP","1"
"EEF ALBA MARIA DE ARAÚJO LIMA AGUIAR","M","CE","1"
"ESCOLA ESTADUAL EGIDIO BARBOSA DA SILVA","E","AL","1"
"TEREZA DELTA","E","SP","1"
"EE ALFREDO LIMA","E","MG","1"
"HARRY FORSSELL EM","M","SP","1"
"EE HERMENEGILDO VILACA","E","MG","1"
"DATHAN CERVO PROF","E","SP","1"
"ESC EST ENS MED SILVIO SANSON","E","RS","1"
"IFPR - CAMPUS IRATI","F","PR","1"
"EE RODRIGUES ALVES","E","MS","1"
"SEBASTIAO MONACO VEREADOR","E","SP","1"
"EEB JOAO KUCHLER","E","SC","1"
"RAPHAEL BRANDAO CEL ETE","E","SP","1"
"EMILIO ROMI COMENDADOR","E","SP","1"
"EEB MARLI MARIA DE SOUZA","E","SC","1"
"MARIA DE OLIVEIRA LELLIS ITO PROFA","E","SP","1"
"IFTO CAMPUS GURUPI","F","TO","1"
"ESC EST MONS AMANCIO RAMALHO","E","RN","1"
"EEB VICTOR MEIRELLES","E","SC","1"
"FCO DA CRUZ, EEFM SÃO","E","CE","1"
"JOAQUIM FERREIRA DO AMARAL ETE","E","SP","1"
"EE ANDRE ANTONIO MAGGI","E","MT","1"
"RUDGE RAMOS","E","SP","1"
"ESCOLA ESTADUAL SANTOS FERRAZ","E","AL","1"
"PATO BRANCO,C E-E FUND MED PROF E NORMAL","E","PR","1"
"COLEGIO CIENCIAS APLICADAS","P","RN","1"
"E M E F PROFA ADELIA FIGUEIRA","M","PA","1"
"COLEGIO DOM INACIO DE EDUCACAO BASICA","P","MG","1"
"INSTITUTO EST RIO BRANCO","E","RS","1"
"COLEGIO MARISTA SANTA MARIA - EI EF EM","P","PR","1"
"JOSE CAVALCANTE ROMANO, ESC DE ENS. FUN","M","CE","1"
"MAPLE BEAR CANADIAN SCHOOL SOROCABA","P","SP","1"
"ELEODORO E.PEREIRA, C E - E - FUND MEDIO","E","PR","1"
"SESI 405 CENTRO EDUCACIONAL","P","SP","1"
"ESC MUN ENS FUN PADRE VICENTE BERTONI","M","RS","1"
"INSTITUTO FRANCISCO DE ASSIS","P","BA","1"
"OTTONIEL JUNQUEIRA PROF.","E","SP","1"
"INSTITUTO DE EDUCACAO ALFA I","P","MG","1"
"EE MIN FRANCISCO CAMPOS","E","MG","1"
"ESCOLA REDE ELITE DE ENSINO - UNIDADE CASCAVEL","P","PR","1"
"EEEM GUARAPARI","E","ES","1"
"COLEGIO PROGRESSO ITU","P","SP","1"
"EMEF M BOI MIRIM I","M","SP","1"
"JOSE GIORGI","E","SP","1"
"ESCOLA ESTADUAL ARISTHEU DE ANDRADE","E","AL","1"
"COLONIA DOS PESCADORES","E","SP","1"
"EMEF PROFª ANTÔNIA ANTUNES AROUCA","M","SP","1"
"WAGNER HAGE PROF E.M.E.F.","M","SP","1"
"COL EST MARTINS BORGES","E","GO","1"
"EMEF LUIZ GONZAGA AYROSO","M","SC","1"
"ESC MUN ENS FUND GENERAL OSORIO","M","RS","1"
"RAFAEL LEME FRANCO PROF","E","SP","1"
"CED 02 DO CRUZEIRO","E","DF","1"
"ESC.EST.JOSE CARLOS M. MESTRINHO","E","AM","1"
"UI AUREMAR TEIXEIRA RIBEIRO","M","MA","1"
"EE DE ITAOBIM","E","MG","1"
"IFSP - CAMPUS BOITUVA","F","SP","1"
"EEEF PROF JURACI MACHADO","E","ES","1"
"HERLEY MEHL, ESC MUN PROF - EIEF","M","PR","1"
"PAULO DE LIMA CORREA","E","SP","1"
"ESCOLA MUNICIPAL SANTOS DUMONT","M","CE","1"
"EEF LUIZ DELFINO","E","SC","1"
"EMEF MARCOS SILVANO VIEIRA","M","RS","1"
"EE ILIDIO DA COSTA PEREIRA","E","MG","1"
"ESC MUN ENS FUN AFONSO BALESTRIN","M","RS","1"
"E.M.E.B. PROFª ÁUREA MONTEZZO BEISSMANN","M","SP","1"
"JOSE RIBEIRO PREFEITO","E","SP","1"
"ESC MUN ENS FUN FRANCISCO FROMMING","M","RS","1"
"ESCOLA ELODIA VELLOSO DE SOUZA","M","BA","1"
"CIEP BRIZOLAO 264 HENRIETT MORINEAU","M","RJ","1"
"EE JARDIM SANTA ESMERALDA","E","SP","1"
"ESCOLA MUNICIPAL SAO JUDAS TADEU","M","BA","1"
"ESCOLA MUNICIPAL PROFESSOR JOSE LAURENTINO SANTOS","M","PE","1"
"JOAO PEDRO FERRAZ","E","SP","1"
"EEB CECILIA AX","E","SC","1"
"E.E. MARECHAL ZENOBIO DA COSTA","E","RJ","1"
"ESC EST ENS FUN SAO RAFAEL","E","RS","1"
"ESC MUL FRANCISCA MOURA PEREIRA DA SILVA","M","PE","1"
"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL OLDENBURGO","M","RS","1"
"E.M. MARIO PAULO DE BRITO","M","RJ","1"
"GREGORIO PEDRO ALEXANDRINO, EEF","M","CE","1"
"EMEF. CÔNEGO MACARIO DE ALMEIDA","M","SP","1"
"DIRCE APARECIDA PEREIRA MARCONDES","E","SP","1"
"HELIO PALERMO PROF","E","SP","1"
"JOAO LOURENCO RODRIGUES PROF","E","SP","1"
"EMEF PROFª MARIA MORAES DE OLIVEIRA","M","SP","1"
"COL ALMEIDA GALHARDO","M","MA","1"
"UE LIVIO NOGUEIRA DE AZEVEDO","M","MA","1"
"COL ESTADUAL PE COLBACHINI","E","RS","1"
"JUVENAL ALVIM MAJOR","E","SP","1"
"EE TOMAS BRANDAO","E","MG","1"
"EM PE GUARITA","M","MG","1"
"INSTITUTO DE EDUCACAO DE GUARATINGA","M","BA","1"
"HUGO MIELE PROF","E","SP","1"
"MARIA DO CARMO DE GODOY RAMOS PROFA","E","SP","1"
"COL EST ANTENOR PADILHA","E","GO","1"
"ALEXANDRE LOPES OLIVEIRA","E","SP","1"
"E M E F EVA TOME DE SOUZA","M","PA","1"
"ABRANCHE JOSE PROF","E","SP","1"
"BENE TEIXEIRA DA FONSECA DO AMARAL GURGEL PROFA","E","SP","1"
"COLEGIO MUN DE ADUSTINA","M","BA","1"
"ESCOLA VIGÁRIO JOÃO INÁCIO","E","PE","1"
"AKIO SATORU PROF","E","SP","1"
"EE MARIA JOSEFINA SALES WARDI","E","MG","1"
"ESC MUL 1 GRAU PROFA IEDA ALVES OLIVEIRA","M","BA","1"
"EEB DE LAGES","E","SC","1"
"ESCOLA INTERMEDIARIA RUFINA BORBA","M","PE","1"
"EEB COMENDADOR ROCHA","E","SC","1"
"EEEFM ITAGIBA ESCOBAR","E","ES","1"
"E.E. AUGUSTO DE SOUZA SARDINHA","E","SP","1"
"ELZA FACCA MARTINS BONILHA PROFA","E","SP","1"
"EM NORMA BORGES BELUCO","M","MG","1"
"UI DEURIS DE DEUS MORENO DIAS CARNEIRO","M","MA","1"
"ELISIARIO PINTO DE MORAIS VEREADOR","E","SP","1"
"EE PROFESSOR FRANCO DA ROSA","E","MG","1"
"01.23.002- E.M. SANTA CATARINA","M","RJ","1"
"EM ANTONIO FERREIRA MARTINS","M","MG","1"
"ESC EST AMERICANO DO BRASIL","E","GO","1"
"ESC MUN ENS FUN BENTO GONCALVES","M","RS","1"
"MARIA RITA ARAUJO COSTA PROFA","E","SP","1"
"ESC EST STO AGOSTINHO","E","GO","1"
"BARRA BONITA, E E - E FUND","E","PR","1"
"LUCIO ANTUNES DOM","E","SP","1"
"ESCOLA MUNICIPAL PROF DR AMARO FERNANDES DE OLIVEIRA SOBRINHO","M","PE","1"
"ESCOLA MUNICIPAL SAO FRANCISCO","M","PE","1"
"JOAO ALVES DOS SANTOS DR EMEF","M","SP","1"
"C. M. DR MAURICIO AMARAL","M","RJ","1"
"DOMINGOS JOAO BAPTISTA SPINELLI PROF DR","E","SP","1"
"ANDRE CAMPELO, ESC 1 GR","M","CE","1"
"ESC EST DE ENS FUND E MEDIO FERNANDES LIMA","E","AL","1"
"EEEFM SEBASTIANA GRILO","E","ES","1"
"PEDRO ROBERTO VAGHI","E","SP","1"
"MARIA ODETTE DA SILVEIRA LEITE FRATTINI PROFA","E","SP","1"
"EBM LORE SITA BOLLMANN","M","SC","1"
"CEEMTI SAO GABRIEL DA PALHA","E","ES","1"
"EE PE GREGORIO","E","MG","1"
"ELIZABETH PARMINONDI ROMERO PROFA EM","M","SP","1"
"MARIA DE LOURDES BARREIROS CARVALHO PROFA","E","SP","1"
"EE RODOLFO ALMEIDA","E","MG","1"
"CE DO CAMPO OCTAVIO TOZO - E FUND MEDIO","E","PR","1"
"ESC EST ENS FUN FRANCISCO ANDRIGHETTO","E","RS","1"
"EE HONORIO GUIMARAES","E","MG","1"
"EEF VALMIQUE SAMPAIO DE ALBUQUERQUE","M","CE","1"
"COLEGIO PROFA NICE PUBLIO DA SILVA LEITE","M","BA","1"
"ESCOLA ESTADUAL SUZANA DE JESUS AZEDO","E","AM","1"
"ESCOLA MUNICIPAL BARÃO DE MACAÚBAS","M","BA","1"
"JARDIM FORTALEZA II","E","SP","1"
"ESC MUN ENS FUN FLORESTA","M","RS","1"
"FRANKLIN MONTEIRO GONDIM, EEF","M","CE","1"
"EE PROF CLOVIS SALGADO","E","MG","1"
"CENTRO MUL DE EDUC AGAMENON SANTANA","M","BA","1"
"EE PROF ALCIDES F ASSUNCAO","E","MG","1"
"ESC MUN PREF MAX COLIN","M","SC","1"
"FRANCISCO DE ARAUJO MASCARENHAS DR","E","SP","1"
"IRENE DIAS RIBEIRO PROFA","E","SP","1"
"ARTHUR CYRILLO FREIRE DR","E","SP","1"
"HUMBERTO DE A.C.BRANCO, C E - E MEDIO","E","PR","1"
"SEVERO FERREIRA RUPPEL, C E-E FUND MEDIO","E","PR","1"
"LEDA GUIMARAES NATAL","E","SP","1"
"SONIA RITA PENTEADO AGUIAR EMEF","M","SP","1"
"ESC EST ENS MED CASTRO ALVES","E","RS","1"
"COL MUN PROF OLIMPIO DOS SANTOS","M","MG","1"
"EB MUN PROFª VILNA CORREA PRETTI","M","SC","1"
"EM LINDOLFO RUFINO","M","RN","1"
"COL EST INACIO PINHEIRO PAES LEMES","E","GO","1"
"EDMEA LADEVIG EMEF","M","SP","1"
"IFSULDEMINAS CAMPUS AV. CARMO DE MINAS","F","MG","1"
"EE TOLOMEU CASALI","E","MG","1"
"I MUN DE ENSINO ASSIS BRASIL 1 E 2 GRAU","M","RS","1"
"ANTONIO GUEDES DE AZEVEDO PROF","E","SP","1"
"ETE DE FERNANDOPOLIS","E","SP","1"
"EE DR EDGARDO DA CUNHA PEREIRA","E","MG","1"
"INSTITUTO ESTADUAL DE EDUCAÇAO IRMAO GETULIO","E","RS","1"
"MACHADO DE ASSIS, COL EST- ENS.MED.PROF.","E","PR","1"
"IF SERTÃO PE - CAMPUS FLORESTA","F","PE","1"
"EEEFM ATILIO VIVACQUA","E","ES","1"
"ESCOLA ESTADUAL ZILDA ARNS","E","AM","1"
"ESCOLA ESTADUAL PADRE TIAGO","E","MT","1"
"EEEFM PROF ALDY S MERCON VARGAS","E","ES","1"
"EE ANTONIO MARTINS DO ESP SANTO","E","MG","1"
"EMEB JARDIM ATLANTICO","M","SC","1"
"COL EST MARIA BARRETO","E","GO","1"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","F","PR","1"
"EE PROF ABEL F COELHO ENS DE 2 GRAU","E","RN","1"
"COLÉGIO MUNICIPAL MONSENHOR JULIO MARIA","M","PE","1"
"DARCY RIBEIRO EEEP","E","CE","1"
"EEB CARLOS CHAGAS","E","SC","1"
"CENTRO ESTADUAL DE EDUC PROF. DE CURITIBA","E","PR","1"
"PADRE ANCHIETA","E","SP","1"
"ESCOLA ESTADUAL ANDRÉ ANTONIO MAGGI","E","MT","1"
"IFBA - CAMPUS BARREIRAS","F","BA","1"
"RUTH NEVES SANT'ANNA PROFA","E","SP","1"
"EE DR JOSE MARIA LOBATO","E","MG","1"
"ESC EST DE ENS MEDIO CARDEAL LEME","E","RS","1"
"SALIM SEDEH DEPUTADO ETE","E","SP","1"
"ESC COLEGIO PRESBITERIANO JOAO CALVINO","E","AC","1"
"EE DONA INDA","E","MG","1"
"COLÉGIO ESTADUAL JOAQUIM FAGUNDES DOS REIS","E","RS","1"
"EE LUIZ PRISCO DE BRAGA","E","MG","1"
"EE CEL ANTONIO DOMINGOS RIBEIRO","E","MG","1"
"ESC.MUL.PROF.JARLECE DA C. ZARANZA","M","AM","1"
"EM MARPHIZA MAGALHAES SANTOS","M","MG","1"
"ITAEL DE MATTOS PROF","E","SP","1"
"EE CONEGO CLEMENTE LAURENS","E","MG","1"
"INSTITUTO ARY PARREIRAS","E","RN","1"
"CE PROF INE MESSIAS ERDMANN -ENS FUND E MÉDIO","E","PR","1"
"EE DE PONTE FIRME","E","MG","1"
"EE PE JOAO BALKER","E","MG","1"
"ESC MUN ENS FUN PREFEITO LUCIANO CORSETTI","M","RS","1"
"EMEB JUMIRIM GOVERNADOR MARIO COVAS JUNIOR","M","SP","1"
"C.E. DE SAO FIDELIS","E","RJ","1"
"EM PE MARZANO MATIAS","M","MG","1"
"EE PROF RICARDO PERUZZO","E","SP","1"
"EM DE 1º GRAU PROFª LUZIA BONIFACIO DE SOUZA","M","RN","1"
"PEDRA BRANCA","E","SP","1"
"EE PROF. HENRIQUE CIRYLLO CORRÊA","E","MS","1"
"URCESINA MOURA CANTIDIO EEF","M","CE","1"
"EM.MANOEL PORTO FILHO","M","RJ","1"
"VALDIVINO DE CASTRO PEREIRA","E","SP","1"
"RIVADAVIA MARQUES JUNIOR, PROF.","M","SP","1"
"EEEFM JERONIMO MONTEIRO","E","ES","1"
"RDO NONATO RODRIGUES, GRUPO PE","M","CE","1"
"ARMANDO GONCALVES PROF","E","SP","1"
"ANTONIO SEVERIANO DE HOLANDA EEIEF","M","CE","1"
"EE DR RAUL SOARES","E","MG","1"
"ESCOLA MUNICIPAL ANTONIO ANTUNES VALENCA","M","BA","1"
"JOAO ERNESTO FIGUEIREDO CEL","E","SP","1"
"ESC.EST.TIRADENTES","E","AM","1"
"ESCOLA ESTADUAL AGNELO RIBEIRO","E","GO","1"
"GRUPO MUL LUIZ SALUSTIANO DOS SANTOS","M","PE","1"
"COLEGIO POLICIAL MILITAR FELICIANO NUNES PIRES","E","SC","1"
"COL TIRADENTES PMMG MINAS CAIXA","E","MG","1"
"EEB DR SERAFIN ENOSS BERTASO","E","SC","1"
"ESC EST ED BAS DOM ANTONIO REIS","E","RS","1"
"SEVERINO REINO","E","SP","1"
"EMEF PROF ROSALVITO COBRA","M","SP","1"
"ESCOLA MUNICIPAL HILARIO PESCADOR","M","SC","1"
"EEEFM MERCES GARCIA VIEIRA","E","ES","1"
"EMEF PROFESSORA SANDRA MARIA","M","PA","1"
"EM NAZIRA ANACHE","M","MS","1"
"ESC MUNICIPAL TEOTONIO PEREIRA COIMBRA","M","BA","1"
"OSMAR TEIXEIRA SERRA REV PROF","E","SP","1"
"EVALDO JOSE ZENARI EMEF","M","SP","1"
"PORTO CAMARGO, E E DE - E FUND","E","PR","1"
"EPAMINONDAS FERREIRA LOBO DR","E","SP","1"
"OROZIMBO SOSTENA PROF","E","SP","1"
"EE BELMIRA LARA","E","RN","1"
"DEODATO WERTHEIMER DR","E","SP","1"
"COLÉGIO MUNICIPAL PROF IMÍDEO GIUSEPPE NÉRICI","M","SP","1"
"ESC MUN DE ENS FUND MAX SCHUBERT","M","SC","1"
"ESC EST DE ENS FUN MARTIMINIANO FERREIRA ALVES","E","RS","1"
"ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFª MARGARIDA LEMOS GONCALVES","M","TO","1"
"CMEB PAULO FREIRE","M","ES","1"
"ESCOLA MUNICIPAL ONERO COSTA DA ROSA","M","BA","1"
"EEPSG FRANCISCO S. NETO","E","MT","1"
"C.M. PE ANCHIETA","M","RJ","1"
"EMEF SAO BENTO DE URANIA","M","ES","1"
"GINASIO JOAO XXIII","M","BA","1"
"ESCOLA MUNICIPAL HERNANI SAUDE RIBEIRO","M","BA","1"
"COLEGIO MUNICIPAL GEORGINA DE SOUZA SIMOES","M","BA","1"
