"escola","tipo","uf","medalha_count"
"OSMAR DE SA PONTE EIEF","M","CE","1"
"EE PREF ODILIO FERNANDES COSTA","E","MG","1"
"EE. MARIA AUXILIADORA","E","MT","1"
"UI CINCINATO RIBEIRO REGO","M","MA","1"
"EMEF LUIZ MARCARI","M","SP","1"
"EE DR ADIRON GONCALVES BOAVENTURA","E","MG","1"
"EEF CRISTO REI","M","SC","1"
"EM PROF FRANCISCO CLÉBER SAMPAIO DOS SANTOS","M","MA","1"
"EE MOACIR DE SOUZA DIAS","E","MG","1"
"EMEF LAURENTINO MACHADO","M","RS","1"
"EB MUN MANOEL ANTONIO DE FREITAS","M","SC","1"
"COL EST LAVANDEIRA","E","TO","1"
"ARMANDO SESTINI","E","SP","1"
"CAVACO, COL. EST. DE - ENS FUND E MEDIO","E","PR","1"
"EBM PEDRO II","M","SC","1"
"CAMPOS SALES, COL EST ENS FUND MÉD","E","PR","1"
"WALDIR RODOLPHO DE CASTRO","E","SP","1"
"EEEF ANTONIO CARNEIRO RIBEIRO","E","ES","1"
"JOAQUIM MENDONCA EM","M","SP","1"
"EMEF ARQUITETO LUIS SAIA","M","SP","1"
"ESC MUN PROF NAIR REBELO DOS SANTOS","M","SC","1"
"CE ANGELO TREVISAN - EFM","E","PR","1"
"ELOY DE MIRANDA CHAVES DR","E","SP","1"
"CE MONSENHOR LUIZ ALVES MADUREIRA","E","MA","1"
"ESC EST ENS FUN MANOEL JOAO MACHADO","E","RS","1"
"ESCOLA ANTONIO INACIO","E","PE","1"
"08.33.001 - ESCOLA MUNICIPAL MADRE BENEDITA","M","RJ","1"
"GIN EST LUIZ ALVES DE ALMEIDA","E","PI","1"
"MARIA JOSE SANTOS FERREIRA GOMES EIEF","M","CE","1"
"GINASIO MUNICIPAL JOSE DE ANDRADE MAIA","M","PI","1"
"EEEFM SAO JORGE","E","ES","1"
"COL EST EMILIA FERREIRA DE CARVALHO","E","GO","1"
"COL EST SEN ANTONIO DE RAMOS CAIADO","E","GO","1"
"PAULO SARASATE, EEIEF","M","CE","1"
"MANOEL DIAS DE ALMEIDA PROF","E","SP","1"
"EEEFM JOSE OTINO DE FREITAS","E","RO","1"
"ESCOLAS VARZEA FRIA","E","PE","1"
"COL EST PROFESSORA ONEIDES R. DE MOURA","E","TO","1"
"E.M. CLOTILDE GUIMARAES","M","RJ","1"
"EM PROF. LICURGO DE OLIVEIRA BASTOS","M","MS","1"
"JULIO DE MESQUITA FILHO EMEF","M","SP","1"
"EEBM PREF PAULO FIORAVANTE PENSO","M","SC","1"
"EE DR JOAO PINTO","E","MG","1"
"EMEIEF VER. ODÉRCIO NUNES DE MATOS","M","MS","1"
"FRANCISCO JOAO LEME","E","SP","1"
"EM JOSÉ DE MORAES FREITAS","M","GO","1"
"ESC.EST.PROF.VICENTE GERALDO DE MENDONÇA","E","AM","1"
"COLEGIO EST DOM ALANO MARIE DU NODAY","E","TO","1"
"EEB PROFº JOAO MARTINS VERAS","E","SC","1"
"UMEF ALY DA SILVA","M","ES","1"
"COL EST PEDRO XAVIER TEIXEIRA","E","GO","1"
"BENEDITO STORANI ETE","E","SP","1"
"ESCOLA MUNICIPAL MARIA DO ROSÁRIO SILVA","M","AL","1"
"COLÉGIO ESTADUAL ONOFRE PIRES","E","RS","1"
"ESCOLA ESTADUAL PROFª MARGAREZ Mª SANTOS LACET","E","AL","1"
"IFMT - CAMPUS CUIABÁ","F","MT","1"
"EEEFM GOVERNADOR LINDENBERG","E","ES","1"
"EMEF SOIDO","M","ES","1"
"ESCOLA ESTADUAL PROFESSOR JOÃO ALVES BATISTA","E","TO","1"
"CAMPUS SERRA TALHADA - IFSERTÃOPE","F","PE","1"
"OSVALDO NOGUEIRA, C.EDUCACIONAL","M","CE","1"
"EMEF JARDIM PAULO VI","M","SP","1"
"ESC MUN ENS FUND PROFESSOR NANDI - LUÍS FERNANDO MAZZOCHI","M","RS","1"
"INST FED EDUC CIENCIA E TEC. SUDESTE DE MG CAMPUS RIO POMBA","F","MG","1"
"08.33.007-ESCOLA MUNICIPAL ROSA DA FONSECA","M","RJ","1"
"EEB PROF ARGEU FURTADO","E","SC","1"
"COL EST IRMA ASPASIA","E","TO","1"
"IFPB - CAMPUS DE CABEDELO","F","PB","1"
"EMILIA FERREIRA DE OLIVEIRA, ESC 1 E 2 G","M","CE","1"
"PINHEIRO DO PARANA-COL EST ENS FUN E MED","E","PR","1"
"UEB PRIMAVERA","M","MA","1"
"IFMG - CAMPUS AVANCADO DE IPATINGA","F","MG","1"
"CASEMIRO DA ROCHA DR","E","SP","1"
"COLEGIO SAO FRANCISCO DE ASSIS","C","MG","1"
"HELENA CURY DE TACCA PROFA","E","SP","1"
"IFRN - CAMPUS CURRAIS NOVOS","F","RN","1"
"JARDIM PRIMAVERA","E","SP","1"
"ESCOLA MUNICIPAL CRISTO REI","M","BA","1"
"JOAO ANTONIO RODRIGUES PROF","E","SP","1"
"ETEC DE CARAGUATATUBA","E","SP","1"
"JOSE OMETTO","E","SP","1"
"ESCOLA ANTONIO NUNES DOS SANTOS","E","PE","1"
"ESCOLA MUNICIPAL ERNESTO HACHMANN","E","SC","1"
"IFCE - CAMPUS MARACANAU","F","CE","1"
"ESC.EST.OLGA FALCONE","E","AM","1"
"ESC MUN ENS FUN 24 DE MAIO","M","RS","1"
"LEDA FERNANDES LOPES PROFA","E","SP","1"
"HILDEBRANDO SIQUEIRA PROF","E","SP","1"
"CEF 03 DO GAMA","E","DF","1"
"BENEDITO PEREIRA CARDOSO PROF","E","SP","1"
"JOAQUIM AUGUSTO FERREIRA MOURAO E.M","M","SP","1"
"EE N SRA DE FATIMA","E","MG","1"
"DOMINGOS DONATO RIVELLI","E","SP","1"
"JOAO VICENTE ALVES, EEF","M","CE","1"
"ESCOLA MUNICIPAL PAULO FREIRE","M","PE","1"
"LUIZ GIRAO, EEFM","E","CE","1"
"COLÉGIO MUNICIPAL MARIA JÚLIA MAIA BONFIM","M","CE","1"
"ESCOLA MUNICIPAL REITOR EDGARD SANTOS","M","BA","1"
"EE JOAO PINHEIRO","E","MG","1"
"EE DEP EDUARDO LUCAS","E","MG","1"
"PHILOMENA SALVIA ZUPARDO EMEF","M","SP","1"
"ESCOLA MUNICIPAL ANDRE REBOUCAS","M","SC","1"
"EEB JOSE ZANCHETTI","E","SC","1"
"EE LEONOR MENDES DE BARROS","E","SP","1"
"SENADOR CARLOS JEREISSATI EMEF E LEB INF","M","CE","1"
"DULCE BENTO NASCIMENTO PROFA EMEF","M","SP","1"
"BRANCA SELLAS AGOSTINHO PROFA EMEF","M","SP","1"
"EEEP ANTONIA NEDINA ONOFRE DE PAIVA","E","CE","1"
"EE JOAO NUNES FERREIRA","E","MG","1"
"MARIA APARECIDA VERISSIMO MADUREIRA RAMOS PROFA","E","SP","1"
"VERA BABO DE OLIVEIRA PROFA EMEF","M","SP","1"
"CEEFM FREI GIL","E","MA","1"
"ESC MUN ENS FUN ESC.MUN.ENS.FUNDAMENTAL FLORY DRUC","M","RS","1"
"AGUIA DE HAIA","E","SP","1"
"NEUSA FIGUEIREDO MARCAL PROFA","E","SP","1"
"IFB - CAMPUS BRASILIA","F","DF","1"
"JARDIM SANTA CRUZ","E","SP","1"
"ESCOLA PROFA LAURITA SOUZA RIBEIRO","M","BA","1"
"ESC. DE ENS. FUND. JOSE ALVES MOURA","M","CE","1"
"EE PROF EDUARDO DANIEL F DIAS","E","MG","1"
"EE PROFA ROSARINHA PIMENTINHA","E","MG","1"
"MILTON LEME DO PRADO PROF","E","SP","1"
"HILDA BERTONCINI RODRIGUES PROFA","E","SP","1"
"FRANCISCO TOZZI DR","E","SP","1"
"ESCOLA MUNICIPAL DE TEMPO INTEGRAL LAÍS RODRIGUES","M","CE","1"
"ALTINA MORAES SAMPAIO PROFA","E","SP","1"
"ESCOLA MUNICIPAL VINICIUS DE MORAIS","M","BA","1"
"EE PROFA FLORA BRASILEIRA P CESAR","E","MG","1"
"MARIA LEDA FERNANDES BRIGO PROFA","E","SP","1"
"EMEIF PROFESSOR LIREDA FACÓ","M","CE","1"
"EM URBANA FREI EUGENIO","M","MG","1"
"AMANCIA DIAS SAMPAIO PROFA","E","SP","1"
"LUIZA BARBOSA DE LIMA E SILVA EEIF","M","CE","1"
"EMEIF PROFESSORA MARIA JOSE MACARIO COELHO","M","CE","1"
"CE CÍVICO-MILITAR OLAVO BILAC - EFM","E","PR","1"
"IPORA-COL EST DE ENSINO FUNDAMENTAL E M","E","PR","1"
"CORONEL LIBORIO GOMES DA SILVA, EEF","M","CE","1"
"UNIDADE POLO, ESC EST - ENS FUND ENS MED EDUC ESP","E","PR","1"
"EMEF CLEIA CACAPAVA SILVA","M","SP","1"
"CEEFMTI JOÃO XXIII","E","ES","1"
"ESCOLA MUNICIPAL JOSE SEIXAS DE ALMEIDA FILHO","M","BA","1"
"JOSE BARBALHO DO NASCIMENTO, E. E. F.","M","CE","1"
"GRUPO ESCOLAR ARMANDO AGUIAR","M","CE","1"
"ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BEZERROS","E","PE","1"
"EEEF MESTRE ALVARO","E","ES","1"
"EM ROZENDA ZANE MORAES","M","MG","1"
"EDUC. DE 1º GRAU SR. DO BONFIM","M","BA","1"
"EE DUQUE DE CAXIAS","E","MG","1"
"ESC MUN ENS FUN ANIBAL MAGNI","M","RS","1"
"GILBERTA VILELA ROSA E.M.","M","SP","1"
"ESC.EST.BALBINA MESTRINHO","E","AM","1"
"EEM GOVERNADOR ADAUTO BEZERRA","E","CE","1"
"VALENTINO REDIVO","E","SP","1"
"EMEF MAL MASCARENHAS DE MORAES","M","ES","1"
"ESC MUN ENS FUN BERNARDO LEMKE","M","RS","1"
"EEM VALMIR OMARQUES NUNES","E","SC","1"
"EE RESIDENCIAL BORDON","E","SP","1"
"EEF. JOSE ALOISIO ARAGAO","M","CE","1"
"ESC EST. DE 1. GRAU PREF RAUL LOPES MOITINHO","E","BA","1"
"ADONIRAN BARBOSA","E","SP","1"
"EM SAO JOSE","M","RN","1"
"EEB DR HERMANN BLUMENAU","E","SC","1"
"EM ANITA FARIA AMARAL","M","MG","1"
"MARGARIDA, C E - ENS FUND E MEDIO","E","PR","1"
"FARIA LIMA, BRIG.","M","SP","1"
"MARIO ALEXANDRE FARO NIERI","E","SP","1"
"ESC MUL N S DO PERPETUO SOCORRO","M","PI","1"
"EEB ALEIXO DELLAGIUSTINA","E","SC","1"
"JOSE LIBERATTI PROF","E","SP","1"
"YOJIRO TAKAOKA ENG EMEIEF","M","SP","1"
"EE CUSTODIO COSTA","E","MG","1"
"FABIO BARRETO DR","E","SP","1"
"ESC MUL NOSSA SRA DE FATIMA","M","PI","1"
"ESC.EST.NOSSA SENHORA DAS GRAÇAS","E","AM","1"
"ESCOLA ESTADUAL PROFESSOR CARLOS ROSA","E","BA","1"
"EE PROFESSORA JUVENILIA FERREIRA DOS SANTOS","E","MG","1"
"ESCOLA MUNICIPAL RIBEIRO JUNQUEIRA","M","MG","1"
"EMPG PROFA NOEMIA ALVES DE SOUSA","M","PB","1"
"EB MUN CECILIA MEIRELES","M","SC","1"
"UNID ESC GOV JOAO CLIMACO DALMEIDA","E","PI","1"
"ESCOLA MUNICIPAL RURAL MALVINA EVARISTO PESCINELLI","M","MT","1"
"E.M. DELFICA DE CARVALHO VAGNER","M","RJ","1"
"E M 04 DE JULHO - E F","M","MT","1"
"COL EST JARDIM EUROPA","E","GO","1"
"EE HENRIQUE GALVAO","E","MG","1"
"COL MUL OSVALDO BENICIO VAZ CAVALCANTI","M","PE","1"
"EE DR ANTONIO BATISTA NASCIMENTO","E","MG","1"
"COL EST CARLOS ALBERTO DE DEUS","E","GO","1"
"IVANILDE DE NORONHA,COL EST ENS FUND E MEDIO","E","PR","1"
"JOAO JOSE DE AZEVEDO MONSENHOR","E","SP","1"
"EM PROFª. IRACEMA DE SOUZA MENDONÇA","M","MS","1"
"C.E. PROFª ALCINA RODRIGUES LIMA","E","RJ","1"
"FREDERICO G.GIESE COL EST-ENS FUND MEDIO","E","PR","1"
"CENTRO DE RESSOCIALIZACAO DE JAU","E","SP","1"
"MARIA APARECIDA UJIO PROFA EMEF","M","SP","1"
"CENTRO DE ENSINO MÉDIO TIRADENTES","E","TO","1"
"MONTEIRO LOBATO, E E - E FUND","E","PR","1"
"FERNANDO BARBOSA LIMA","E","SP","1"
"E.E. ISMAEL AGUIAR LEME","E","SP","1"
"ESC EST ED BAS FREI JOSE","E","RS","1"
"COLÉGIO MUNICIPAL ANTÔNIO CARLOS MAGALHÃES","M","BA","1"
"MARIA OFELIA VENEZIANI PEDROSA PROFA EMEF","M","SP","1"
"EMEIF LUIZ LEITÃO","M","CE","1"
"JOAQUIM FILOMENO NORONHAEEEP","E","CE","1"
"ESCOLA MUNICIPAL OSWALDO LIMA FILHO","M","PE","1"
"ESC MUN ENS FUND VIADUTOS","M","RS","1"
"EE PROF ELIDIO DUQUE","E","MG","1"
"ESC EST ENS MEDIO JOAQUIM JOSE DA SILVA XAVIER","E","RS","1"
"PAULA SANTOS PROFA","E","SP","1"
"EM PROF SERGIO OLIVEIRA MARQUEZ","M","MG","1"
"ESCOLA METHODIO DE GODOY LIMA","E","PE","1"
"EEB HUMBERTO MACHADO","E","SC","1"
"JARDIM DOS OITIS","E","SP","1"
"COLEGIO ELITECOL","P","SP","1"
"ESC MUN PROF OSWALDO CABRAL","M","SC","1"
"JOSE, COL EST SAO","E","CE","1"
"EEPG MACHADO DE ASSIS","E","MT","1"
"MAPLE BEAR CANADIAN SCHOOL BELO HORIZONTE","P","MG","1"
"JOSE STOROPOLI DEPUTADO","E","SP","1"
"ESCOLA ENGENHEIRO LAURO DINIZ","E","PE","1"
"EMEB PROF MARIA LUIZA MARTINS BARBOSA","M","SC","1"
"SAO JOSE DE BASTOS ESCOLA","P","SP","1"
"REINALDO ASCENCIO SANTOS FERREIRA VER.EMEF","M","SP","1"
"MARIA CARMEM VIEIRA MOREIRA EEEP","E","CE","1"
"COL EST JD GUANABARA","E","GO","1"
"PASSO SEGURO COLEGIO","P","SP","1"
"ESC MUL CONRADO FENELON","M","PI","1"
"IFCE - CAMPUS LIMOEIRO DO NORTE","F","CE","1"
"ESC MUN ENS FUND JAGUARETE","M","RS","1"
"COLEGIO SALESIANO DOM BOSCO","P","RN","1"
"COLEGIO EVENCIA BRITO","M","BA","1"
"CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROF HELIO XAVIER DE VASCONCELOS","E","RN","1"
"EE VICENTE PALLOTTI","E","MS","1"
"COLEGIO MENDEL VILAS","P","BA","1"
"MARIA DA CONCEICAO LUCAS MIELDAZIS PROFA EM","M","SP","1"
"EE QUEIROZ JUNIOR","E","MG","1"
"COL MUL SOUZA MENDES","M","BA","1"
"E E F M ALVORADA","P","PA","1"
"DO CARARU EEIEF","M","CE","1"
"CE EMÍLIO GARRASTAZU MÉDICI","E","MA","1"
"ESCOLA MUNICIPAL MARIO SOARES PALMEIRA","M","AL","1"
"NOMELINI CIRANDINHA COLEGIO","P","SP","1"
"TIBURCIO ESTEVAM DE SIQUEIRA","E","SP","1"
"IFRO - CAMPUS ARIQUEMES","F","RO","1"
"JOAQUIM FERREIRA DOS SANTOS, ESC ENS FUND","M","CE","1"
"CAESP MEDIANEIRA, C-EI EF M","P","PR","1"
"COLÉGIO ESTADUAL CÍVICO-MILITAR RUI BARBOSA - EFM","E","PR","1"
"COLEGIO ESTADUAL CLEONICE SOARES FONSECA","E","SE","1"
"EMEF DAVID GOMES","M","ES","1"
"CENTRO CAMPINENSE DE EDUCACAO LTDA COLEGIO MOTIVA","P","PB","1"
"JOSE A.ARAGAO, C E PROF-ENS.FUN.MED.PROF","E","PR","1"
"ESC EST PROF MARIA CARMELITA DO CARMO","E","AP","1"
"PIO XII, COL EST - FUND. E MEDIO","E","PR","1"
"COLEGIO ANCHIETA","P","AL","1"
"EM MAL RONDON","M","MG","1"
"COLEGIO LA SALLE - CARMO","P","RS","1"
"IRINEU ESPEDITO FERRARI ESCOLA MUNICIPAL","M","SP","1"
"COLEGIO EXPRESSAO","P","GO","1"
"COLEGIO MUL FERNANDO AUGUSTO PINTO RIBEIRO","M","PE","1"
"ESCOLA PLANETA KIDS UNIDADE II","P","SP","1"
"CENTRO EDUCACIONAL MUNICIPAL PROFª LEONORA SCHMITZ","M","SC","1"
"ESFERA ESCOLA INTERNACIONAL","P","SP","1"
"GENEZIA IZABEL CARDOSO MENCACCI PROFA","E","SP","1"
"OBJETIVO COLEGIO I UNIDADE PINHEIROS","P","SP","1"
"EMEF PROFA MARGARIDA A SANTO","M","PB","1"
"COLEGIO DOS JESUITAS","P","MG","1"
"JULIA WANDERLEY, COL EST- ENS FUN MED","E","PR","1"
"COLEGIO MARISTA DOM SILVERIO","P","MG","1"
"INSTITUTO ESTADUAL DE EDUCAÇÃO PEREIRA CORUJA","E","RS","1"
"ALFA PLUS C","P","PR","1"
"EM PROFA MARIA DAS GRACAS A CORREIA","M","BA","1"
"COLEGIO PIO XII","P","ES","1"
"ESCOLA ANETE VALE DE OLIVEIRA","E","PE","1"
"RENASCENCA HEBRAICO BRASILEIRO COLEGIO UNIDADE II","P","SP","1"
"ESC.MUL.PROF.MARIA AUX. SANTOS AZEVEDO","M","AM","1"
"INTEGRADA EDUCATIVA ESCOLA","P","SP","1"
"GRACILIANO RAMOS","E","SP","1"
"ASTHER COLEGIO","P","SP","1"
"EM VEREADOR FRANCISCO FIGUEIREDO","M","SP","1"
"OBJETIVO COLEGIO UNIDADE ALPHAVILLE","P","SP","1"
"ESCOLA DE ENSINO FUNDAMENTAL JOÃO BATISTA PEREIRA DA SILVA","M","AL","1"
"BATISTA BRASILEIRO COLEGIO","P","SP","1"
"EB MUN DALMIR PEDRO CUB","M","SC","1"
"COLEGIO ARQUIDIOCESANO S CORACAO DE JESUS","P","SE","1"
"SAO JOAO BOSCO, C E - E FUND MEDIO","E","PR","1"
"COLEGIO MARISTA FREI ROGERIO","P","SC","1"
"CENTRO EDUC EBENEZER GUEIROS","M","PI","1"
"SANTA URSULA RIBEIRAO PRETO EI EF EM INSTITUTO","P","SP","1"
"ALMERINDA RODRIGUES PROFA","E","SP","1"
"NOTRE DAME ESC EDUC INF ENS FUND","P","PR","1"
"ESC MUL NOE FORTES","M","PI","1"
"LICEU SAO JOSE DO RIO PRETO COLEGIO","P","SP","1"
"EEF LUIZ MACHADO","M","CE","1"
"ANGLO CERQUILHO COLEGIO","P","SP","1"
"EEEFM ARQUIMIMO MATTOS","E","ES","1"
"SISTEMA DE ENSINO FOCO","P","MG","1"
"EE PROF JOAQUIM JOSE DE OLIVEIRA","E","MG","1"
"COLEGIO MONTE SIONENSE","P","MG","1"
"ESC MUN ENS FUN SAO CAETANO","M","RS","1"
"DECISAO COLEGIO","P","SP","1"
"ESC MUN PROFª IDILIA MACHADO FERREIRA","M","SC","1"
"COL SANTA MARIA","P","DF","1"
"SUELI APARECIDA MONTEIRO NOGUEIRA RODRIGUES PROFA","M","SP","1"
"REALIDADE ESCOLA DE EDUCACAO BASICA SISTEMA EDUCACIONAL","P","SP","1"
"ESCOLA ESTADUAL DE TEMPO INTEGRAL GILBERTO MESTRINHO","E","AM","1"
"UNIDADE DE ENSINO COLEGIO SINODAL - SAO LEOPOLDO","P","RS","1"
"ESCOLA MUNICIPAL MANOEL ALVES MARTINS","M","AL","1"
"INTEGRAL E EI EF","P","PR","1"
"ESCOLA ESTADUAL DR. JORGE DE LIMA","E","AL","1"
"ANBEAS - COLEGIO SAGRADO CORACAO DE JESUS","P","PI","1"
"EE MESTRE ZECA AMANCIO","E","MG","1"
"CENTRO DE ENSINO MEDIO PASTOR DOHMS- UNIDADE DE ENSINO ZONA SUL","P","RS","1"
"EMEF MARIA RAMALHETE CÔRREA","M","ES","1"
"COLEGIO SAO BENTO","P","SC","1"
"EMEB ANTONIO PALMERY SORIANO MELO","M","AL","1"
"CE LEONARDO DA VINCI","P","ES","1"
"SANTO DIAS DA SILVA","E","SP","1"
"MARISTA COLEGIO DE RIBEIRAO PRETO","P","SP","1"
"ERM MARECHAL HERMES","M","MT","1"
"COLEGIO GREGOR MENDEL","P","BA","1"
"CEF PROFA MARIA DO ROSARIO","E","DF","1"
"CENTRO EDUCACIONAL DA LAGOA","P","RJ","1"
"E M E F CACHOEIRA DA SERRA","M","PA","1"
"INSTITUTO EDUCACIONAL APOGEU","P","MG","1"
"ESCOLA MUNICIPAL VISCONDE DA PARNAIBA","M","PI","1"
"EVOLUCAO COLEGIO","P","SP","1"
"ESCOLA MUNICIPAL AROEIRA","M","MS","1"
"ESCOLA ESTADUAL DE ENSINO MÉDIO FREI CANECA","E","RS","1"
"E E E F M CÔNEGO BATISTA CAMPOS","E","PA","1"
"SAINT EXUPERY PEQUENO PRINCIPE COLEGIO SEPP","P","SP","1"
"ESCOLA MUNICIPAL IMACULADA CONCEICAO","M","AL","1"
"ESCOLA PROF ELISA COELHO","E","PE","1"
"EMEB RUI PALMEIRA","M","AL","1"
"SPIN EDUCACIONAL COLEGIO E CURSO LTDA","P","RJ","1"
"EM PRES GARRASTAZU MEDICE","M","RN","1"
"EE PROF WILSON LOPES DO COUTO","E","MG","1"
"COL EST ARMINDO GOMES","E","GO","1"
"CAMOES COLEGIO","P","SP","1"
"COLEGIO ESTADUAL OLAVO BILAC","E","TO","1"
"ESCOLA MUNICIPAL PROFESSOR RAIMUNDO ALMEIDA LUCIO","M","AM","1"
"ESC MUN VEREADOR JOSE BERNARDO","M","RN","1"
"ECCOS COLEGIO","P","SP","1"
"ESC MUL AURELIO BUARQUE DE HOLANDA","M","TO","1"
"COMPLEXO DE EDUCAÇÃO MUL PROF MAGALHAES NETTO","M","BA","1"
"COLÉGIO FORÇAS NO ESPORTE ALMIRANTE TAMANDARÉ","M","TO","1"
"SECULO COLEGIO E CURSO","P","PB","1"
"CEF 02 DE BRAZLANDIA","E","DF","1"
"EM VILA RIO GRANDE DO NORTE","M","RN","1"
"EEEFM CASTRO ALVES","E","RO","1"
"STUDIUM ENSINO FUNDAMENTAL","P","GO","1"
"CEF 405 SUL","E","DF","1"
"EE CEL CRISTIANO","E","MG","1"
"ESCOLA MUNICIPAL JOSÉ DE CARVALHO E SILVA ENSINO DE 1º GRAU","M","RN","1"
"COLEGIO MARISTA DE MARINGA","P","PR","1"
"EM PROFª JACIRA MEDEIROS DE SOUSA SILVA LIMA","M","RN","1"
"ARTHUR RIBEIRO","E","SP","1"
"EEEFM PROF VALDIR MONFREDINHO","E","RO","1"
"ALIANCA C EI EF M","P","PR","1"
"ESC EST ANTONIO DE AZEVEDO","E","RN","1"
"EEPG SEBASTIAO PATRICIO","E","MT","1"
"EM PROF. LUIZ MARANHÃO FILHO","M","RN","1"
"ESPACO LIVRE ESCOLA DE ED INFANTIL ENS FUNDAMENTAL ENS MEDIO","P","SP","1"
"ESC MUN MARTINS ANDRELIINO DOS REIS","M","SE","1"
"ESC MUL PE JOAQUIM FELIX","M","RN","1"
"ESC FABRICA DE ASAS URSFOC","E","AC","1"
"CED SIGMA - ASA NORTE","P","DF","1"
"ESCOLA MUL PADRE ESAU BARBOSA SOUZA","M","SE","1"
"GRUPO ESCOLAR GETULIO VARGAS","M","BA","1"
"ESCOLA MUNICIPAL AROALDO CHAGAS","M","SE","1"
"COLEGIO SALESIANO DOM BOSCO","P","MS","1"
"ESC BRASIL BOLIVIA","E","AC","1"
"EE PROF TOCHICHICO YOCHICAVA","E","SP","1"
"ESC MAGIA DO SABER","E","AC","1"
"JEAN PIAGET UNIDADE II EEPG","P","SP","1"
"ESCOLA MUNICIPAL DR FLORIVAL DE OLIVEIRA","M","SE","1"
"EEEF GOV ANTONIO MARIZ","E","PB","1"
"EM JULIETA QUINTAL","M","MA","1"
"COL PAULA FRASSINETTI","P","MG","1"
"ESC MUL PROFª NEILDE PIMENTEL SANTOS","M","SE","1"
"EREM ESCRITOR PAULO CAVALCANTI","E","PE","1"
"ALZIRA FRANCO PROFESSORA","E","SP","1"
"ESCOLA PROGRESSIVO","P","GO","1"
"LEANDRO KLEIN EMEF","M","SP","1"
"E. M. E. F. JOAO ANTONIO SATTE","M","RS","1"
"EMEB HENRIQUE JÚLIO BERGER","M","SC","1"
"CENTRO TECNOLOGICO UNIVERSIDADE CAXIAS DO SUL - UNIDADE DE ENSINO DE CAXIAS DO SUL","P","RS","1"
"EMEIF ISMAEL PORDEUS","M","CE","1"
"EM WALDEMAR DA LUZ GONCALVES","M","MG","1"
"ESCOLA MUNICIPAL OLAVO BILAC","M","PE","1"
"COLÉGIO E CURSO EQUACIONA","P","RJ","1"
"EM ETELVINO SOUZA LIMA","M","MG","1"
"EEPSG DJALMA FERREIRA DE SOUZA","E","MT","1"
"EM OLINTHA DE OLIVEIRA VALE","M","MG","1"
"COL NEO MASTER ED INFANTIL ENS FUND E MEDIO","P","PR","1"
"ANTONIO E MARCOS CAVANIS,C.E.FUND.MEDIO","E","PR","1"
"JOSE ALFREDO DE ALMEIDA","E","SP","1"
"EMEB STANISLAU GAIDZINSKI FILHO","M","SC","1"
"PROVE CURSOS ESCOLA DE ENSINO FUNDAMENTAL E MEDIO","P","SP","1"
"JORGE COURY DR","E","SP","1"
"ESC EST ENS MÉD FRANCISCO ROSALES NEUMANN","E","RS","1"
"EE CEL JOAQUIM RIBEIRO","E","MG","1"
"COLEGIO POSITIVO ENSINO MEDIO - UNIDADE VICENTE MACHADO","P","PR","1"
"COLEGIO LIONS CLUBE DE GOIANIA SUL","C","GO","1"
"IFSULDEMINAS - CAMPUS POUSO ALEGRE","F","MG","1"
"EE MAJOR LUIZ ZERBINI","E","MG","1"
"COLEGIO SAGRADA FAMILIA","P","PR","1"
"ESC MUN PREF GERALDO WETZEL","M","SC","1"
"EEEFM JOSE PINTO COELHO","E","ES","1"
"ATTILIO DEXTRO PROF","E","SP","1"
"SISTEMA APOIO DE ENSINO","P","MG","1"
"EEB PROF EDITH PRATES GONCALVES","E","SC","1"
"ESCOLA SANTA TEREZINHA","E","PE","1"
"ANTONIO VELASCO ARAGON PADRE","E","SP","1"
"COLEGIO SAGRADO CORACAO DE MARIA","P","MG","1"
"CE CÍVICO-MILITAR MARECHAL CANDIDO RONDON - EFM","E","PR","1"
"CENTRO EDUCACIONAL SANTAMARIENSE","E","BA","1"
"UNID ESC MARIA ROSA DE MOURA","M","PI","1"
"PLURAL CENTRO EDUCACIONAL LTDA","P","MT","1"
"CIDADE DUTRA","M","SP","1"
"JOAO BAPTISTA DE OLIVEIRA","E","SP","1"
"SYLVINO CHINELATTO CAIC PROF.","M","SP","1"
"SANTA INES COLEGIO","P","SP","1"
"EE CEL JOAO MOSCONI","E","MG","1"
"CEPMG SÍLVIO DE CASTRO RIBEIRO","E","GO","1"
"ESC MUN ENS FUN MADRE FELICIDADE","M","RS","1"
"COLEGIO CHRISTUS UNIDADE PARQUELANDIA","P","CE","1"
"COL MUL ARIONETE GUIMARAES SOUZA","M","BA","1"
"ALAGOAS, EEFM ESTADO DO","E","CE","1"
"EE CHICO TEOFILO","E","MG","1"
"INSTITUTO EDUCACIONAL IGUATEMY ESCOLA DE EI EF E EM","P","SP","1"
"GASTAO VIDIGAL, COL E DR-ENS FUND MEDIO","E","PR","1"
"EEF PROF EMIR ROPELATO","E","SC","1"
"EM PROF JULIO BONAZZI","M","MG","1"
"COLEGIO RENOVACAO ANGLO INDAIATUBA","P","SP","1"
"CENTRO COMUNITÁRIO CESAR CALS EEIEF","M","CE","1"
"PEDRO FACCHINI COMENDADOR E.M","M","SP","1"
"EEEF CAROLINA PASSOS GAIGHER","E","ES","1"
"COLEGIO EXPONENCIAL","P","SC","1"
